date	where	score	winner	loser
2021-09-09	H	9-0	Geneva College	Waynesburg College
2021-09-09	H	7-0	Huntington University	Manchester College
2021-09-09	A	5-4	Ripon College	Milwaukee School of Engineering
2021-09-10	H	7-2	Augustana College - IL	North Park University
2021-09-10	A	6-1	Brevard College	Randolph College
2021-09-10	H	7-2	Franciscan University of Steubenville	Baldwin Wallace University
2021-09-10	H	6-3	Hartwick College	State Univ. of New York College at Plattsburgh
2021-09-10	A	8-1	Millikin University	Rose-Hulman Institute of Technology
2021-09-10	H	8-1	Nichols College	Wheaton College - MA
2021-09-10	A	8-1	Penn State Erie, The Behrend College	Alfred University
2021-09-10	H	9-0	Simpson College - IA	Buena Vista University
2021-09-10	A	5-4	State Univ. of New York College at Cortland	State Univ. of New York College at Brockport
2021-09-10	A	5-4	SUNY at Oswego	State Univ. of New York College at Fredonia
2021-09-10	A	8-1	SUNY at Purchase	Western Connecticut State University
2021-09-10	H	7-0	Thomas Jefferson University	Molloy College
2021-09-11	A	7-0	Adelphi University	Stonehill College
2021-09-11	A	5-4	Anderson University - IN	Greenville College
2021-09-11	H	8-1	Augustana College - IL	Illinois Wesleyan University
2021-09-11	H	6-1	Bethel College - IN	University of Saint Francis - IN
2021-09-11	H	9-0	Bridgewater State College	Castleton State College
2021-09-11	H	5-4	Central College	Nebraska Wesleyan University
2021-09-11	H	2-7	Coe College	Loras College
2021-09-11	H	9-0	Coe College	University of Dubuque
2021-09-11	H	9-0	Colby-Sawyer College	Lesley University
2021-09-11	A	7-2	College of Saint Benedict	University of Wisconsin-River Falls
2021-09-11	H	7-2	Edgewood College	Wisconsin Lutheran College
2021-09-11	A	5-4	Emerson College	Colby-Sawyer College
2021-09-11	A	8-0	Franklin Pierce College	American International College
2021-09-11	H	9-0	Gettysburg College	Catholic University of America
2021-09-11	H	5-2	Goldey-Beacom College	Molloy College
2021-09-11	H	6-0	Grace College & Seminary	Huntington University
2021-09-11	N	9-0	Grand View University	Hamline University
2021-09-11	A	8-1	Grinnell College	Augustana College - IL
2021-09-11	N	9-0	Grinnell College	Illinois Wesleyan University
2021-09-11	A	7-2	Grove City College	Mount Union College
2021-09-11	A	5-4	Hanover College	Rose-Hulman Institute of Technology
2021-09-11	H	7-0	Indiana Wesleyan University	Marian University - IN
2021-09-11	H	7-0	Indiana Wesleyan University	Mount Vernon Nazarene University
2021-09-11	N	5-4	Jones College	Oxford College of Emory University
2021-09-11	A	4-3	King University	University of Virginia's College at Wise
2021-09-11	A	6-3	Lakeland College	Alverno College
2021-09-11	H	7-0	Le Moyne College	D'Youville College
2021-09-11	H	6-3	Manhattanville College	CUNY: Lehman College
2021-09-11	N	7-0	Marian University - IN	Mount Vernon Nazarene University
2021-09-11	A	7-2	Nazareth College of Rochester	Alfred University
2021-09-11	A	7-2	Northwestern College - IA	Buena Vista University
2021-09-11	H	6-3	Otterbein University	College of Wooster
2021-09-11	A	6-3	Plymouth State University	Salem State University
2021-09-11	A	9-0	Regis College - Massachusetts	Eastern Nazarene College
2021-09-11	N	5-4	Southwest Minnesota State University	College of Saint Benedict
2021-09-11	A	9-0	Southwest Minnesota State University	University of Wisconsin-River Falls
2021-09-11	A	6-1	Spring Arbor University	Bethel College - IN
2021-09-11	N	6-0	Spring Arbor University	University of Saint Francis - IN
2021-09-11	H	6-1	St. Ambrose University	Cornell College
2021-09-11	H	7-2	State Univ. of New York at Farmingdale	CUNY: Hunter College
2021-09-11	H	7-2	State Univ. of New York College at Brockport	SUNY at Oswego
2021-09-11	A	9-0	State Univ. of New York College at Cortland	State Univ. of New York College at Fredonia
2021-09-11	H	9-0	Transylvania University	Franklin College
2021-09-11	H	9-0	University of Massachusetts Boston	Western Connecticut State University
2021-09-11	H	9-0	University of Massachusetts Dartmouth	University of Southern Maine
2021-09-11	A	0-7	University of Missouri: Columbia	University of Tennessee: Martin
2021-09-11	A	0-5	University of Missouri: Columbia	University of Tennessee: Martin
2021-09-11	A	7-0	University of the District of Columbia	Frostburg State University
2021-09-11	H	9-0	University of Wisconsin-Stevens Point	Lawrence University
2021-09-11	H	7-2	University of Wisconsin-Stevens Point	Ripon College
2021-09-11	H	8-1	University of Wisconsin-Stevens Point	University of Wisconsin-Superior
2021-09-11	N	7-2	University of Wisconsin-Superior	Ripon College
2021-09-11	H	7-0	Valparaiso University	Holy Cross College (Indiana)
2021-09-11	A	7-0	Walsh University	Daemen College
2021-09-11	H	5-4	Wartburg College	Grand View University
2021-09-11	H	9-0	Wartburg College	Hamline University
2021-09-11	A	5-4	Webster University	Anderson University - IN
2021-09-11	A	8-1	Webster University	Greenville College
2021-09-12	A	7-0	Adelphi University	Bentley University
2021-09-12	H	7-0	California University of Pennsylvania	La Roche College
2021-09-12	A	9-0	Edgewood College	Alverno College
2021-09-12	N	6-1	Fairmont State University	Seton Hill University
2021-09-12	H	7-2	Meridian Community College	Oxford College of Emory University
2021-09-12	A	6-1	Oakland City University	Hanover College
2021-09-12	H	6-3	Rutgers University - Camden	Goucher College
2021-09-12	H	5-2	Southern New Hampshire University	Franklin Pierce College
2021-09-12	A	5-4	St. John Fisher College	SUNY at Oswego
2021-09-12	A	9-0	Trine University	Franklin College
2021-09-12	A	7-0	University of Dayton	Wittenberg University
2021-09-12	A	9-0	University of Wisconsin-La Crosse	University of Wisconsin-Stout
2021-09-12	H	8-1	University of Wisconsin-Whitewater	Lake Forest College
2021-09-12	H	9-0	University of Wisconsin-Whitewater	University of Wisconsin-River Falls
2021-09-12	A	9-0	Washington & Jefferson College	Waynesburg College
2021-09-13	A	5-4	Smith College	Nichols College
2021-09-13	A	9-0	Trine University	Manchester College
2021-09-13	H	7-2	University of Saint Joseph (CT)	Western Connecticut State University
2021-09-14	H	7-0	Adelphi University	American International College
2021-09-14	N	4-3	Bethel College - IN	Goshen College
2021-09-14	A	6-3	CUNY: Baruch College	State Univ. of New York at Farmingdale
2021-09-14	H	5-2	Daemen College	Allegheny College
2021-09-14	A	5-4	DeSales University	Lebanon Valley College of Pennsylvania
2021-09-14	H	7-0	Fort Hays State University	Sterling College
2021-09-14	H	5-1	Huntington University	Mount Vernon Nazarene University
2021-09-14	N	7-0	Indiana Wesleyan University	Grace College & Seminary
2021-09-14	A	7-0	Indiana Wesleyan University	Spring Arbor University
2021-09-14	A	7-0	Le Moyne College	St. Michael's College
2021-09-14	H	4-1	Lewis & Clark Community College	Missouri Baptist University
2021-09-14	H	0-9	Luther College	Loras College
2021-09-14	H	9-0	Luther College	University of Dubuque
2021-09-14	H	7-0	Marian University - IN	Bethel College - IN
2021-09-14	H	4-0	Marian University - IN	Goshen College
2021-09-14	A	7-2	Muskingum University	Waynesburg College
2021-09-14	A	8-1	North Central College	Wheaton College - IL
2021-09-14	A	4-3	Quincy University	McKendree University
2021-09-14	H	7-2	Regis College - Massachusetts	Salem State University
2021-09-14	A	5-2	Southern New Hampshire University	University of New Haven
2021-09-14	H	4-3	Spring Arbor University	Grace College & Seminary
2021-09-14	A	6-3	St. Louis College of Pharmacy	Illinois College
2021-09-14	A	0-1	University of Saint Francis - IN	Huntington University
2021-09-14	H	9-0	Westminster College - Pennsylvania	Thiel College
2021-09-14	H	7-0	Wilmington University (DE)	Millersville University of Pennsylvania
2021-09-15	H	6-3	Cairn University	Arcadia University
2021-09-15	H	5-4	Carthage College	Carroll University - Wisconsin
2021-09-15	N	6-3	Centre College	Transylvania University
2021-09-15	A	9-0	Colby-Sawyer College	Simmons University
2021-09-15	H	6-3	Endicott College	Western New England University
2021-09-15	H	0-7	Grand View University	Central College
2021-09-15	H	7-0	Grand View University	Central College
2021-09-15	H	9-0	Lake Forest College	Milwaukee School of Engineering
2021-09-15	H	8-1	Mount St. Mary College - NY	Western Connecticut State University
2021-09-15	H	9-0	Nazareth College of Rochester	Medaille College
2021-09-15	A	9-0	New Jersey City University	Fairleigh Dickinson University: Florham
2021-09-15	A	9-0	Nichols College	Gordon College
2021-09-15	A	8-1	Otterbein University	Ohio Wesleyan University
2021-09-15	H	8-1	Roger Williams University	Curry College
2021-09-15	H	8-1	Salve Regina University	Suffolk University
2021-09-15	H	5-4	Southern Virginia University	Shenandoah University
2021-09-15	A	8-1	St. Vincent College	Penn State Altoona
2021-09-15	A	8-1	University of Wisconsin-Stevens Point	University of Wisconsin-Stout
2021-09-15	A	7-0	Wittenberg University	Cedarville University
2021-09-16	A	5-4	Bethel College - IN	Adrian College
2021-09-16	A	8-1	College of the Holy Cross	Mount Holyoke College
2021-09-16	N	6-1	Dallas Baptist University	Colorado College
2021-09-16	H	9-0	Franciscan University of Steubenville	Muskingum University
2021-09-16	N	4-0	Indiana Institute of Technology	Holy Cross College (Indiana)
2021-09-16	A	4-0	Judson University - IL	Goshen College
2021-09-16	A	9-0	Roger Williams University	Bridgewater State College
2021-09-16	H	8-1	Susquehanna University	Lycoming College
2021-09-16	N	6-1	University of Nebraska - Kearney	Metropolitan State University of Denver
2021-09-16	A	7-0	University of Northwestern Ohio	Huntington University
2021-09-17	A	7-0	Allegheny College	Clarion University of Pennsylvania
2021-09-17	A	9-0	Cairn University	Kean University
2021-09-17	H	9-0	Carroll University - Wisconsin	Elmhurst College
2021-09-17	A	9-0	Coe College	Buena Vista University
2021-09-17	N	6-1	Dallas Baptist University	Colorado Mesa
2021-09-17	N	6-1	Dallas Baptist University	Metropolitan State University of Denver
2021-09-17	A	6-1	Fort Hays State University	Colorado State University: Pueblo
2021-09-17	A	8-1	Franciscan University of Steubenville	St. Vincent College
2021-09-17	H	9-0	Greenville College	Illinois College
2021-09-17	A	9-0	Hartwick College	SUNY at Oswego
2021-09-17	A	4-0	Holy Cross College (Indiana)	Huntington University
2021-09-17	H	5-0	Indiana Wesleyan University	Judson University - IL
2021-09-17	A	7-2	Mount St. Mary College - NY	Bard College
2021-09-17	H	7-2	North Central College	Millikin University
2021-09-17	A	7-2	Shawnee State University	Marietta College
2021-09-17	A	5-2	Shawnee State University	Marietta College
2021-09-17	H	9-0	St. Ambrose University	University of Dubuque
2021-09-17	N	4-3	St. Bonaventure University	Niagara University
2021-09-17	A	6-3	State Univ. of New York College at Cortland	Alfred University
2021-09-17	H	7-0	SUNY Buffalo	Niagara University
2021-09-17	H	7-0	SUNY Buffalo	St. Bonaventure University
2021-09-17	H	9-0	SUNY Oneonta	University of Scranton
2021-09-17	A	7-2	Texas Lutheran University	Howard Payne University
2021-09-17	N	7-0	University of Nebraska - Kearney	Colorado Mesa
2021-09-17	A	7-0	University of Nebraska - Kearney	Colorado State University: Pueblo
2021-09-17	N	4-3	University of Northwestern Ohio	Holy Cross College (Indiana)
2021-09-17	A	6-3	University of Wisconsin-Whitewater	University of Wisconsin-Eau Claire
2021-09-18	H	5-4	Alfred University	SUNY at Oswego
2021-09-18	H	9-0	Capital University	Miami University Middletown
2021-09-18	H	5-4	Carthage College	Augustana College - IL
2021-09-18	H	5-4	Catholic University of America	St. Mary's College - MD
2021-09-18	A	8-1	Coe College	Nebraska Wesleyan University
2021-09-18	H	6-3	College of Saint Benedict	Minnesota State University Moorhead
2021-09-18	H	7-2	College of Saint Benedict	Wartburg College
2021-09-18	A	4-3	College of the Holy Cross	St. Anselm College
2021-09-18	H	8-1	College of Wooster	Baldwin Wallace University
2021-09-18	N	6-1	Colorado Mesa	Fort Hays State University
2021-09-18	H	6-3	Cornell College	Ripon College
2021-09-18	A	7-0	Dallas Baptist University	Colorado State University: Pueblo
2021-09-18	A	9-0	Edgewood College	Marian University - WI
2021-09-18	H	9-0	Franciscan University of Steubenville	La Roche College
2021-09-18	H	6-2	Franklin College	Kentucky Wesleyan College
2021-09-18	H	7-2	Gordon College	Salve Regina University
2021-09-18	H	1-8	Greenville College	Illinois Wesleyan University
2021-09-18	H	9-0	Grinnell College	Lawrence University
2021-09-18	H	9-0	Grinnell College	Ripon College
2021-09-18	H	4-1	Huntington University	Judson University - IL
2021-09-18	H	9-0	Illinois Institute of Technology	Alverno College
2021-09-18	N	5-4	Illinois Wesleyan University	Principia College
2021-09-18	A	4-0	Indiana Institute of Technology	Huntington University
2021-09-18	H	6-0	Indiana Wesleyan University	Aquinas College - MI
2021-09-18	H	4-0	Indiana Wesleyan University	University of Northwestern Ohio
2021-09-18	H	8-1	Kean University	CUNY: Brooklyn College
2021-09-18	N	9-0	Kentucky Wesleyan College	Manchester College
2021-09-18	H	8-1	Lake Forest College	Illinois College
2021-09-18	H	9-0	Lake Forest College	Monmouth College
2021-09-18	A	7-2	Lawrence University	Cornell College
2021-09-18	H	6-1	Marian University - IN	Grace College & Seminary
2021-09-18	H	6-3	Marietta College	Concordia University Ann Arbor
2021-09-18	N	6-1	Metropolitan State University of Denver	Fort Hays State University
2021-09-18	A	8-1	Millikin University	North Park University
2021-09-18	N	5-2	Minnesota State University Moorhead	Wartburg College
2021-09-18	N	6-3	Minnesota State University Moorhead	Wartburg College
2021-09-18	A	7-2	Mount St. Mary College - NY	CUNY: Lehman College
2021-09-18	A	8-1	Nazareth College of Rochester	Hartwick College
2021-09-18	H	9-0	Nichols College	Western New England University
2021-09-18	H	5-4	Plymouth State University	University of Massachusetts Boston
2021-09-18	H	9-0	Regis College - Massachusetts	Albertus Magnus College
2021-09-18	A	9-0	Rhode Island College	Bridgewater State College
2021-09-18	A	9-0	Roger Williams University	Endicott College
2021-09-18	H	6-3	Rutgers University - Camden	Moravian College
2021-09-18	N	7-0	Shawnee State University	Concordia University Ann Arbor
2021-09-18	H	6-1	Shepherd University	Mary Baldwin College
2021-09-18	H	6-3	Suffolk University	Curry College
2021-09-18	H	9-0	SUNY Oneonta	State Univ. of New York at Farmingdale
2021-09-18	H	7-2	SUNY Oneonta	State Univ. of New York College at Plattsburgh
2021-09-18	H	8-1	Susquehanna University	Pennsylvania College of Technology
2021-09-18	A	6-1	Thomas Jefferson University	Kutztown University of Pennsylvania
2021-09-18	H	5-4	Univ. of Pittsburgh at Bradford	Mount Aloysius College
2021-09-18	A	6-3	University of Massachusetts Dartmouth	Castleton State College
2021-09-18	A	7-0	University of Virginia's College at Wise	Emory & Henry College
2021-09-18	A	1-8	University of Wisconsin-Stevens Point	Loras College
2021-09-18	A	9-0	University of Wisconsin-Stevens Point	University of Dubuque
2021-09-18	A	7-2	University of Wisconsin-Whitewater	University of Wisconsin-La Crosse
2021-09-18	A	5-4	Western Connecticut State University	University of Southern Maine
2021-09-18	A	5-2	Westminster College - Pennsylvania	California University of Pennsylvania
2021-09-18	A	8-1	Westminster College - Pennsylvania	St. Vincent College
2021-09-18	A	6-1	William Jewell College	Missouri Valley College
2021-09-19	A	6-3	Augustana College - IL	Carroll University - Wisconsin
2021-09-19	A	6-3	Carleton College (MN)	Luther College
2021-09-19	A	8-1	CUNY: Hunter College	CUNY: John Jay College
2021-09-19	H	9-0	Edgewood College	Lakeland College
2021-09-19	H	9-0	Grinnell College	Cornell College
2021-09-19	H	9-0	Medaille College	Mount Aloysius College
2021-09-19	A	5-0	Milligan College	Emory & Henry College
2021-09-19	A	9-0	Milwaukee School of Engineering	Alverno College
2021-09-19	H	9-0	Nazareth College of Rochester	Utica College
2021-09-19	H	8-1	Nichols College	Emerson College
2021-09-19	A	5-4	Rutgers University - Camden	York College of Pennsylvania
2021-09-19	H	8-1	Shenandoah University	Catholic University of America
2021-09-19	A	6-3	State Univ. of New York at Farmingdale	State Univ. of New York College at Plattsburgh
2021-09-19	H	6-3	SUNY at Oswego	Sage Colleges of New York
2021-09-19	H	8-1	Transylvania University	Anderson University - IN
2021-09-19	A	7-2	Truman State University	Simpson College - IA
2021-09-19	H	7-0	University of Dayton	Thomas More College
2021-09-19	H	6-1	University of Virginia's College at Wise	Roanoke College
2021-09-19	H	9-0	University of Wisconsin-La Crosse	University of Wisconsin-River Falls
2021-09-19	A	7-0	William Jewell College	Baker University
2021-09-20	H	7-0	Indiana Wesleyan University	University of Saint Francis - IN
2021-09-20	A	6-3	Western New England University	Suffolk University
2021-09-21	A	7-2	Coe College	Wartburg College
2021-09-21	H	7-2	College Misericordia	Susquehanna University
2021-09-21	A	7-2	CUNY: John Jay College	CUNY: Lehman College
2021-09-21	A	5-2	Emory & Henry College	Johnson University
2021-09-21	A	7-2	Endicott College	Salve Regina University
2021-09-21	A	6-1	Fairmont State University	California University of Pennsylvania
2021-09-21	A	6-1	Fairmont State University	University of California: Berkeley
2021-09-21	H	6-1	Fort Hays State University	Bethel College - KS
2021-09-21	A	5-4	Manhattanville College	St. Joseph's College - Long Island
2021-09-21	N	7-0	Marian University - IN	Bethel College - IN
2021-09-21	H	9-0	Nichols College	Curry College
2021-09-21	H	6-3	Principia College	Lewis & Clark Community College
2021-09-21	A	8-1	Shenandoah University	St. Mary's College - MD
2021-09-21	N	7-0	Spring Arbor University	Mount Vernon Nazarene University
2021-09-21	H	7-2	State Univ. of New York at Farmingdale	SUNY at Purchase
2021-09-22	H	7-2	Carroll University - Wisconsin	Wisconsin Lutheran College
2021-09-22	A	9-0	Central College	Buena Vista University
2021-09-22	H	9-0	Colby College	Husson University
2021-09-22	A	8-1	Cornerstone University	Calvin University
2021-09-22	N	4-3	Huntington University	Grace College & Seminary
2021-09-22	H	9-0	Loras College	Cornell College
2021-09-22	A	7-0	Midland University	Friends University
2021-09-22	H	0-9	Millikin University	Illinois Wesleyan University
2021-09-22	H	9-0	Regis College - Massachusetts	University of Saint Joseph (CT)
2021-09-22	H	6-3	Rensselaer Polytechnic Institute	State Univ. of New York at New Paltz
2021-09-22	A	6-1	Sacred Heart University	Monmouth University
2021-09-22	H	9-0	State Univ. of New York College at Plattsburgh	Castleton State College
2021-09-22	H	6-1	Stonehill College	American International College
2021-09-22	H	8-1	Union College - NY	Bard College
2021-09-22	H	9-0	University of Wisconsin-Stevens Point	Lakeland College
2021-09-23	H	8-1	Elmhurst College	McHenry County College
2021-09-23	H	9-0	Franciscan University of Steubenville	Waynesburg College
2021-09-23	H	9-0	Grove City College	Geneva College
2021-09-23	H	8-1	Lycoming College	Pennsylvania College of Technology
2021-09-23	H	4-0	Marian University - IN	Spring Arbor University
2021-09-23	H	9-0	Rhode Island College	Suffolk University
2021-09-23	H	9-0	Washington & Jefferson College	St. Vincent College
2021-09-23	A	9-0	Washington & Lee University	Roanoke College
2021-09-24	H	5-4	Cornell College	University of Dubuque
2021-09-24	H	6-0	Creighton University	University of Northern Iowa
2021-09-24	A	8-1	CUNY: Baruch College	CUNY: Brooklyn College
2021-09-24	H	6-1	Delaware State University	Monmouth University
2021-09-24	A	6-3	Fairleigh Dickinson University: Florham	Kean University
2021-09-24	A	3-6	Franciscan University of Steubenville	Grove City College
2021-09-24	H	6-1	Georgia Gwinnett College	Emory University
2021-09-24	H	6-3	Hartwick College	State Univ. of New York College at Cortland
2021-09-24	H	5-0	Indiana Wesleyan University	Huntington University
2021-09-24	A	4-3	Johnson University	Brescia University
2021-09-24	A	5-4	Lebanon Valley College of Pennsylvania	Penn State Harrisburg
2021-09-24	H	7-0	Mount Vernon Nazarene University	Capital University
2021-09-24	H	9-0	SUNY Oneonta	Houghton College
2021-09-24	H	9-0	SUNY Oneonta	Utica College
2021-09-24	A	4-3	Truman State University	St. Ambrose University
2021-09-24	A	5-2	University of the District of Columbia	St. Thomas Aquinas College
2021-09-24	A	6-1	Wayne State University (MI)	Hillsdale College
2021-09-25	H	8-0	Albright College	Juniata College
2021-09-25	H	9-0	Allegheny College	Mount Union College
2021-09-25	A	8-1	Bridgewater State College	University of Southern Maine
2021-09-25	H	8-1	Cairn University	Gwynedd-Mercy College
2021-09-25	N	7-2	Carleton College (MN)	Southwest Minnesota State University
2021-09-25	A	9-0	Cedarville University	Muskingum University
2021-09-25	H	5-2	Clarion University of Pennsylvania	Thiel College
2021-09-25	H	9-0	Colby-Sawyer College	University of Saint Joseph (CT)
