---
gamesThru: May 16, 2021
listname: College Tennis Women Singles
division: ctws2021
listdate: 2021-05-17
downloaded: 2021-05-19T00:06:16.947Z
player: 5363
---
rank	name	wins	losses	change	rating	pwrRnk	pwr	hfa	sosRnk	sos	masseyId	r2Id	groupId	group
  75	Rachel Hanford                   	12	 8	  -12	 7.708	  74	 3.674	 0.11	  22	 3.447	338322	527828	  4858	Minnesota
  76	Lisa Zaar                        	19	 2	    3	 7.707	 101	 3.487	 0.04	 417	 2.232	338409	514467	  6161	Pepperdine
  77	Rebeka Stolmar                   	13	 7	    6	 7.705	  69	 3.684	 0.10	  61	 3.160	337582	455036	  1380	UCF
  78	Eryn Cayetano                    	11	 6	    7	 7.701	  76	 3.645	 0.06	  45	 3.248	337680	509808	  8251	USC
  79	Solymar Colling                  	14	 4	    2	 7.694	  82	 3.619	 0.11	 216	 2.683	338927	493373	  8241	San Diego
  80	Annette Goulak                   	17	 3	    9	 7.689	  85	 3.603	 0.11	 287	 2.498	337679	512056	  8141	UCLA
  81	Angelica Blake                   	 7	 3	  -13	 7.685	  78	 3.632	 0.10	 104	 3.016	341387	512400	  7582	Stanford
  82	Tatsiana Sasnouskaya             	14	 2	    9	 7.657	  87	 3.594	 0.06	 390	 2.276	337367	521178	  5925	Old Dominion
  83	Anna Riedmiller                  	14	 1	    1	 7.648	 114	 3.389	 0.09	 440	 2.197	337485	445479	  2147	Denver
  84	Mia Horvit                       	11	 9	  -19	 7.644	  70	 3.679	 0.05	  26	 3.408	336842	416702	  7242	South Carolina
  85	Vivian Wolff                     	11	 6	   17	 7.633	  58	 3.814	 0.11	 100	 3.028	338609	564429	  8141	UCLA
  86	Daria Kuczer                     	26	 8	  -11	 7.617	  83	 3.615	 0.12	 233	 2.638	336754	561887	  7801	Tennessee
  87	Luna Dormet                      	21	 1	   -1	 7.617	 115	 3.389	 0.09	 613	 1.911	337124	490409	  5850	Ohio St
  88	Martina Zerulo                   	 4	 1	   11	 7.616	 100	 3.490	 0.08	 133	 2.899	336808	466140	   316	Arkansas
  89	Naomi Cheong                     	 9	 6	   11	 7.611	  71	 3.679	 0.09	  51	 3.210	337484	564452	  8251	USC
  90	Marie Norris                     	21	 8	    8	 7.603	  90	 3.572	 0.11	 157	 2.800	336656	437508	  7878	TCU
  91	Kelly Chen                       	11	12	   -9	 7.599	  75	 3.647	 0.09	   6	 3.589	336995	396686	  2265	Duke
  92	Carolyn Ansari                   	14	10	   21	 7.597	  56	 3.833	 0.09	  82	 3.086	336753	514700	   402	Auburn
  93	Georgie Axon                     	23	 7	   -5	 7.587	  68	 3.693	 0.13	 234	 2.632	336731	387150	   402	Auburn
  94	Adriana Reami                    	18	10	   -7	 7.587	  86	 3.596	 0.12	  76	 3.117	336992	444430	  5511	NC State
  95	Emma Antonaki                    	16	 5	  -22	 7.577	  95	 3.526	 0.07	 199	 2.715	337051	486811	  4936	Mississippi St
  96	Megan Davies                     	13	 8	   -1	 7.576	  84	 3.606	     	  63	 3.156	336843	400669	  7242	South Carolina
  97	Akvilė Paražinskait              	20	11	   -4	 7.573	  99	 3.495	 0.08	  74	 3.129	336783	439682	  3781	Kentucky
  98	Haley Giavara                    	12	12	   -8	 7.571	  92	 3.565	 0.07	   9	 3.550	337618	513644	  1098	California
  99	Maria Shusharina                 	10	13	  -23	 7.545	  96	 3.524	 0.11	   2	 3.721	337118	564566	  5704	Northwestern
 100	Michaela Gordon                  	10	 7	   18	 7.539	  93	 3.562	 0.11	  67	 3.145	339967	411023	  7582	Stanford
 101	Isabella Harvison                	 5	 3	   -4	 7.535	 125	 3.352	 0.08	  28	 3.398	336757	510588	    74	Alabama
 102	Ksenia Kuznetsova                	13	 4	   -8	 7.535	  94	 3.537	 0.12	 273	 2.533	337583	424148	  1380	UCF
 103	Abigail Rencheli                 	15	 5	    8	 7.517	 103	 3.463	 0.08	 218	 2.674	337002	564363	  5511	NC State
 104	Yulia Starodubsteva              	11	 2	  -34	 7.515	 129	 3.332	 0.07	 311	 2.443	338002	454355	  5925	Old Dominion
 105	Bronte Murgett                   	16	 7	    7	 7.490	 105	 3.428	 0.07	 138	 2.888	336940	526971	  4948	Missouri
 106	Paola Delgado                    	16	 3	    8	 7.482	 127	 3.345	 0.09	 397	 2.268	337452	401582	  8443	VCU
 107	Ava Markham                      	13	11	  -27	 7.481	  97	 3.508	 0.14	  39	 3.330	337113	485245	  9031	Wisconsin
 108	Sabina Machalova                 	15	10	  -16	 7.478	 112	 3.408	     	  57	 3.196	336745	428629	  4920	Mississippi
 109	Carmen Corley                    	17	13	   -5	 7.475	  88	 3.587	 0.19	  79	 3.108	336650	521320	  5886	Oklahoma
 110	Anna Brylin                      	15	 8	   25	 7.470	 106	 3.427	 0.02	 117	 2.972	337234	485841	  8508	Wake Forest
 111	Ida Jarlskog                     	 9	 4	   -8	 7.470	 113	 3.392	 0.09	 185	 2.747	337273	489049	  2625	Florida
 112	Mel Krywoj                       	18	11	   -2	 7.468	 102	 3.466	 0.09	  89	 3.061	336630	509796	   557	Baylor
 113	Gina Dittmann                    	15	 0	    4	 7.467	 176	 3.140	 0.03	 858	 1.586	337532	565346	  5620	Northern Arizona
 114	Denise-Antonela Stoica           	16	 6	   -7	 7.459	 109	 3.419	 0.08	 159	 2.794	337097	514439	  9031	Wisconsin
 115	Andrea Garcia                    	20	 3	   -7	 7.457	 120	 3.375	 0.06	 504	 2.088	337334	408876	  2666	Florida St
 116	Anna Bright                      	20	 4	     	 7.454	 121	 3.374	 0.06	 396	 2.268	337319	392716	  1098	California
 117	Ilze Hattingh                    	11	 7	   29	 7.446	 107	 3.425	 0.08	  85	 3.076	337025	414211	   304	Arizona St
 118	Alana Wolfberg                   	13	 9	   14	 7.440	 118	 3.378	 0.12	  66	 3.149	336800	513080	  5912	Oklahoma St
 119	Marina Alcaide                   	10	 1	  -23	 7.424	 147	 3.255	 0.10	 515	 2.069	338068	511963	  2652	Florida Intl
 120	Tiphanie Fiquet                  	15	 8	    9	 7.414	 111	 3.411	 0.08	 115	 2.972	336747	513436	  4920	Mississippi
 121	Ava Hrastar                      	13	 9	    4	 7.406	  98	 3.497	 0.09	 109	 2.998	337137	564715	  2911	Georgia Tech
 122	Jaleesa Leslie                   	16	 4	   23	 7.396	 130	 3.328	 0.12	 332	 2.379	337585	563086	  1380	UCF
 123	Martina Cappuro                  	12	 7	   24	 7.391	 104	 3.455	 0.01	 152	 2.837	337155	489368	  5886	Oklahoma
 124	Clarissa Hand                    	14	 9	  -15	 7.382	 124	 3.365	 0.08	  92	 3.051	337094	486604	  5704	Northwestern
 125	Paula Baranano                   	13	 4	    9	 7.378	 108	 3.419	 0.08	 329	 2.382	338980	497948	   557	Baylor
 126	Sahaja Yamalapalli               	16	 0	    7	 7.372	 188	 3.095	 0.08	 973	 1.416	337224	465252	  6981	Sam Houston St
 127	Lucia Marzal Martinez            	23	 3	   -4	 7.359	 149	 3.253	 0.10	 528	 2.047	337120	521208	  5850	Ohio St
 128	Lesedi Jacobs                    	12	 8	   23	 7.344	 126	 3.345	 0.10	 111	 2.984	336771	418303	  3781	Kentucky
 129	Hadley Doyle                     	18	 6	   13	 7.333	 128	 3.343	 0.10	 344	 2.358	337081	564874	  7358	SMU
 130	Jaeda Daniel                     	16	10	   22	 7.333	 123	 3.368	 0.08	 134	 2.898	336988	511267	  5511	NC State
 131	Selin Ovunc                      	13	10	   -3	 7.330	 160	 3.214	 0.09	  43	 3.261	336735	514698	   402	Auburn
 132	Julia Rosenqvist                 	14	 8	   -1	 7.323	 122	 3.374	 0.08	 182	 2.751	337313	447001	  1098	California
 133	Sara Choy                        	13	 4	   10	 7.317	 117	 3.379	 0.06	 324	 2.386	339973	491827	  7582	Stanford
 134	Nandini Das                      	14	 8	   34	 7.315	 119	 3.376	 0.12	 153	 2.835	337328	400527	  2666	Florida St
 135	Indianna Spink                   	15	 8	  -15	 7.307	 148	 3.254	 0.14	 136	 2.892	336670	561985	   316	Arkansas
 136	Taylor Bridges                   	14	11	    3	 7.301	 139	 3.288	 0.12	  78	 3.111	336654	486239	  4206	LSU
 137	Katherine Duong                  	14	 8	  -15	 7.300	 145	 3.275	 0.15	 156	 2.803	337770	565549	  3425	Illinois
 138	Thasaporn Naklo                  	12	 7	   96	 7.294	 140	 3.286	 0.04	 179	 2.758	337369	514906	  3554	Iowa St
 139	Evgeniya Levashova               	12	 6	   23	 7.293	 137	 3.301	 0.08	 192	 2.733	337809	514393	  1380	UCF
 140	Asuka Kawai                      	 9	11	  -14	 7.290	 151	 3.250	 0.10	  18	 3.472	337768	420909	  3425	Illinois
 141	Maggie Cubitt                    	 8	 4	   18	 7.289	 134	 3.315	 0.11	 221	 2.671	336644	511369	  4206	LSU
 142	Lisa Mays                        	12	 9	   11	 7.284	 138	 3.295	 0.11	 102	 3.022	337010	515909	  7918	Texas Tech
 143	Emma Shelton                     	13	12	  -13	 7.278	 135	 3.313	 0.09	  65	 3.152	336844	513315	  7242	South Carolina
 144	Ivana Corley                     	19	12	   -6	 7.274	 131	 3.326	 0.09	 204	 2.703	336653	490901	  5886	Oklahoma
 145	Anna Vrbenska                    	10	 4	    3	 7.265	 116	 3.380	 0.07	 265	 2.556	337365	461316	  4920	Mississippi
 146	Julie Byrne                      	12	11	  -27	 7.261	 133	 3.316	 0.10	  62	 3.159	337121	394328	  5704	Northwestern
 147	Jordyn McBride                   	14	 3	   20	 7.255	 164	 3.194	 0.06	 497	 2.108	338929	565869	  8241	San Diego
 148	Holly Hutchinson                 	 8	 9	   32	 7.249	 142	 3.280	 0.04	  42	 3.262	337363	417525	  5925	Old Dominion
 149	Alicia Herrero-Linana            	19	12	    8	 7.249	 132	 3.325	 0.12	 171	 2.778	336633	509795	   557	Baylor
 150	Lana Mavor                       	 6	 0	    4	 7.246	 208	 3.036	 0.07	 706	 1.784	336999	510773	  5511	NC State
 151	Andrea Di Palma                  	10	 9	   -2	 7.242	 143	 3.276	 0.06	  64	 3.156	337601	521334	  4224	Louisville
 152	Ayumi Miyamoto                   	18	 8	   -8	 7.241	 191	 3.083	 0.08	 213	 2.686	336802	513082	  5912	Oklahoma St
 153	Jayci Goldsmith                  	16	10	   49	 7.241	 141	 3.281	 0.09	 158	 2.799	336979	489406	  7848	Texas A&M
 154	Catherine Gulihur                	18	 5	  -30	 7.239	 161	 3.212	 0.13	 407	 2.249	338082	564618	  5558	North Florida
 155	Carly Briggs                     	17	15	   27	 7.234	 179	 3.132	 0.07	  55	 3.198	336746	521055	  7801	Tennessee
 156	Tereza Janatova                  	11	 5	  -35	 7.234	 157	 3.225	 0.09	 237	 2.617	337133	418519	  4920	Mississippi
 157	Katya Townsend                   	20	10	   16	 7.231	 152	 3.248	 0.09	 249	 2.600	336833	489407	  7848	Texas A&M
 158	Ekin Ercetin                     	10	 9	  -21	 7.231	 155	 3.235	 0.13	  54	 3.203	338324	513289	  4858	Minnesota
 159	Eleni Christofi                  	18	 4	   -9	 7.230	 144	 3.275	 0.07	 505	 2.087	336764	397208	  2881	Georgia
 160	Emma Higuchi                     	16	 3	   37	 7.224	 170	 3.167	 0.08	 556	 1.999	339969	415584	  7582	Stanford
 161	Ena Babic                        	 8	11	  -25	 7.222	 163	 3.205	 0.08	  14	 3.516	337767	387261	  6393	Purdue
 162	Mary Lewis                       	 8	11	    7	 7.221	 146	 3.267	 0.09	  23	 3.436	337751	490655	  4757	Michigan St
 163	Sedona Gallagher                 	17	 4	   14	 7.218	 207	 3.040	 0.05	 447	 2.185	338015	493323	  8551	Washington
 164	Jaedan Brown                     	17	 7	  -63	 7.210	 174	 3.158	 0.13	 304	 2.463	337095	564381	  4741	Michigan
 165	Angelina Shakhraichuk            	24	12	   -1	 7.207	 154	 3.239	 0.08	 236	 2.623	336641	450932	   557	Baylor
 166	Marlee Zein                      	10	 9	  -26	 7.206	 182	 3.110	 0.05	  60	 3.162	336758	489050	  2625	Florida
 167	Rebeka Mertena                   	15	15	  -11	 7.205	 156	 3.234	 0.10	  88	 3.068	336748	497199	  7801	Tennessee
 168	Briana Crowley                   	16	 7	   -8	 7.204	 165	 3.186	 0.08	 261	 2.563	337096	513284	  5704	Northwestern
 169	Sydney Berlin                    	17	 5	  -11	 7.198	 181	 3.122	 0.13	 398	 2.265	336768	497400	  2625	Florida
 170	Marianna Argyrokastriti          	15	 6	   -5	 7.193	 168	 3.175	 0.12	 285	 2.506	337029	563705	   304	Arizona St
 171	Alexandra Vagramov               	 9	 5	    7	 7.193	 169	 3.174	 0.09	 186	 2.746	339117	512057	  8141	UCLA
 172	Julia Adams                      	19	 6	   -6	 7.188	 175	 3.146	 0.09	 359	 2.330	337201	486168	  2800	Furman
 173	Komola Umarova                   	10	 2	    1	 7.185	 167	 3.178	 0.10	 545	 2.021	339447	493859	  2652	Florida Intl
 174	Anessa Lee                       	18	 8	   15	 7.180	 171	 3.164	 0.03	 297	 2.477	336734	561902	  8367	Vanderbilt
 175	Chloe Kuckelman                  	16	 1	  -34	 7.173	 254	 2.871	 0.08	 678	 1.828	338327	509861	  5279	Nebraska
 176	Diana Khodan                     	13	 8	  -15	 7.173	 153	 3.245	 0.15	 202	 2.706	337449	521317	  4719	Miami FL
 177	Nandini Sharma                   	11	 2	   40	 7.169	 158	 3.224	 0.09	 538	 2.034	338267	487284	  1380	UCF
 178	Carol Lee                        	15	10	   -7	 7.162	 159	 3.224	 0.01	 160	 2.794	337136	564717	  2911	Georgia Tech
 179	Rhea Verma                       	13	 6	     	 7.160	 166	 3.179	 0.09	 279	 2.523	337607	515180	  4224	Louisville
 180	Mila Saric                       	11	 3	    8	 7.155	 185	 3.101	 0.10	 437	 2.200	339649	489150	  8934	William & Mary
 181	Abi Altick                       	 4	 3	    9	 7.151	 136	 3.309	 0.09	 209	 2.697	339115	385396	  8141	UCLA
 182	Silvia Chinellato                	12	12	  -12	 7.147	 173	 3.161	 0.05	  70	 3.145	336840	396955	  7242	South Carolina
 183	Mercedes Aristegui               	20	12	   12	 7.145	 187	 3.095	 0.13	 175	 2.765	336941	485729	  7878	TCU
 184	Emmanuelle Salas                 	 7	11	  -57	 7.130	 183	 3.105	 0.04	  19	 3.466	337325	485585	  2666	Florida St
 185	Lexi Keberle                     	16	 8	   -9	 7.129	 172	 3.163	 0.14	 248	 2.601	336990	511268	  5511	NC State
 186	Alyvia Jones                     	 8	 5	   -1	 7.129	 189	 3.091	 0.05	 212	 2.686	337119	419567	  4741	Michigan
 187	Shakhnoza Khatmova               	14	 2	   13	 7.126	 241	 2.908	 0.09	 703	 1.792	339479	510745	  8127	UC Santa Barbara
 188	Danielle Willson                 	14	 8	   18	 7.126	 210	 3.032	 0.05	 166	 2.783	337486	485967	  8251	USC
 189	Amanda Meyer                     	 8	 5	   -8	 7.123	 219	 2.998	 0.07	 165	 2.785	336732	432850	  8367	Vanderbilt
 190	Radka Buzkova                    	 7	 2	    2	 7.122	 180	 3.129	 0.08	 449	 2.183	337450	509184	  2638	FL Atlantic
 191	Giulia Morlet                    	10	 6	   -4	 7.120	 178	 3.138	 0.08	 168	 2.779	337031	564468	   304	Arizona St
 192	Rocio Safont                     	18	 3	    2	 7.119	 216	 3.009	 0.08	 656	 1.857	337016	448061	  8156	Charlotte
 193	Marcelina Podlinksa              	13	 6	  -38	 7.116	 194	 3.074	 0.13	 280	 2.516	337159	511015	  5886	Oklahoma
 194	Lauryn John-Baptiste             	10	 6	    4	 7.113	 177	 3.139	 0.08	 255	 2.583	337637	419134	   304	Arizona St
 195	Martina Kudelova                 	 9	 5	   -2	 7.100	 201	 3.051	 0.05	 251	 2.588	337440	497297	  2638	FL Atlantic
 196	Lisa Hofbauer                    	15	 9	  -21	 7.096	 199	 3.055	 0.09	 208	 2.698	337114	564174	  5850	Ohio St
 197	Elizabeth Goldsmith              	11	 4	  -13	 7.095	 215	 3.010	 0.09	 343	 2.360	338928	515117	  8241	San Diego
 198	Malkia Ngounoue                  	20	10	    6	 7.091	 218	 3.002	 0.06	 211	 2.688	336687	489672	  3717	Kansas
 199	Eleni Louka                      	 7	10	  -16	 7.088	 193	 3.080	 0.11	  31	 3.385	337057	512373	  1603	Clemson
 200	Kelly Keller                     	13	10	   39	 7.084	 186	 3.101	 0.10	 141	 2.872	336665	511740	   316	Arkansas
 201	Audrey Boch-Collins              	17	 3	   15	 7.083	 212	 3.018	 0.09	 709	 1.782	336627	562077	   557	Baylor
 202	Johanna Silva                    	13	10	   24	 7.078	 150	 3.251	 0.10	 215	 2.685	336743	451882	  7801	Tennessee
 203	Nikola Dolakova                  	 8	 2	   20	 7.071	 214	 3.015	 0.10	 529	 2.044	339284	402879	  3197	Hawaii
 204	Gabby OGorman                    	 6	12	  -32	 7.071	 192	 3.082	 0.08	   5	 3.589	338423	438061	  6114	Penn St
 205	Anna Arkadianiou                 	 4	 4	    8	 7.068	 200	 3.054	 0.08	  71	 3.142	337327	564846	  2666	Florida St
 206	Hannah Viller Moeller            	16	 8	    9	 7.064	 195	 3.072	 0.14	 296	 2.477	337317	564963	  1098	California
 207	Grace Schumacher                 	13	 5	     	 7.061	 213	 3.017	 0.03	 358	 2.332	337703	564804	  7278	South Florida
 208	Olivia Peet                      	13	 7	    1	 7.057	 197	 3.065	 0.10	 256	 2.583	337014	485229	  7918	Texas Tech
 209	Andrea Cerdan                    	14	 9	  -46	 7.047	 204	 3.044	 0.09	 224	 2.660	337106	510627	  4741	Michigan
 210	Nell Miller                      	17	11	   15	 7.047	 184	 3.104	 0.11	 262	 2.562	336806	485226	  7918	Texas Tech
 211	Ruxi Schech                      	13	 5	  -10	 7.046	 206	 3.040	 0.11	 342	 2.360	337231	520457	  8156	Charlotte
 212	Sophie Abrams                    	11	 9	    8	 7.042	 223	 2.967	 0.08	 119	 2.958	337142	564632	  4636	Memphis
 213	Dariya Detkovskaya               	14	 8	  -14	 7.042	 226	 2.945	 0.12	 226	 2.659	336801	513083	  5912	Oklahoma St
 214	Alba Cortina-Pou                 	15	 8	  -11	 7.040	 209	 3.035	 0.14	 309	 2.451	336777	398952	    74	Alabama
