---
gamesThru: May 17, 2021
listname: College Tennis Men Singles
division: ctms2021
listdate: 2021-05-17
downloaded: 2021-05-19T00:05:46.399Z
player: 4991
---
rank	name	wins	losses	change	rating	pwrRnk	pwr	hfa	sosRnk	sos	masseyId	r2Id	groupId	group
  17	William Blumberg                	11	 3	    6	 8.588	  17	 3.907	 0.08	  46	 2.950	331520	390976	  5492	North Carolina
  18	Henri Squire                    	17	 6	    1	 8.557	  14	 3.927	 0.12	  28	 3.016	332467	521020	  8508	Wake Forest
  19	Inaki Montes De La Torre        	18	 4	    7	 8.555	  19	 3.897	 0.13	  61	 2.859	331768	564150	  8432	Virginia
  20	Sam Riffice                     	24	 7	     	 8.535	  13	 3.951	 0.14	  34	 2.994	331244	488586	  2625	Florida
  21	John McNally                    	22	 6	     	 8.533	  21	 3.882	 0.08	  41	 2.963	332000	432019	  5850	Ohio St
  22	Johannus Monday                 	31	 7	   -7	 8.532	  16	 3.913	 0.11	  69	 2.823	331264	527971	  7801	Tennessee
  23	Eduardo Nava                    	17	 3	   -1	 8.491	  24	 3.794	 0.05	 117	 2.702	332049	436186	  8508	Wake Forest
  24	Micah Braswell                  	34	 6	    5	 8.487	  34	 3.708	 0.05	  82	 2.781	330883	528270	  7840	Texas
  25	Gustaf Strom                    	18	 4	   -7	 8.482	  40	 3.642	 0.10	  51	 2.923	331855	564319	   294	Arizona
  26	Axel Nefve                      	18	 4	   -2	 8.481	  23	 3.851	 0.15	 107	 2.729	331831	487492	  5749	Notre Dame
  27	Andy Andrade                    	25	 7	    3	 8.475	  15	 3.927	 0.11	  48	 2.945	331242	385909	  2625	Florida
  28	Adrian Boitan                   	17	 5	    4	 8.456	  25	 3.775	 0.12	  47	 2.949	331562	497587	   557	Baylor
  29	Siphosothando Montsi            	16	 3	   -4	 8.444	  28	 3.735	 0.12	 119	 2.697	332965	485650	  3425	Illinois
  30	Stefan Dostanic                 	20	 3	    3	 8.439	  33	 3.714	 0.15	 164	 2.561	332039	510835	  8251	USC
  31	Alastair Gray                   	15	 8	   -4	 8.386	  32	 3.725	 0.12	   7	 3.304	331793	411457	  7878	TCU
  32	Murkel Dellien                  	14	 2	    2	 8.383	  37	 3.695	 0.10	 227	 2.404	332195	401620	  8898	Wichita St
  33	Luca Wiedenmann                 	33	 4	    2	 8.378	  30	 3.729	 0.12	 255	 2.327	331284	463457	  7801	Tennessee
  34	August Holmgren                 	14	 3	    5	 8.373	  36	 3.700	 0.11	 133	 2.660	332591	416362	  8241	San Diego
  35	Kento Yamada                    	18	 1	    2	 8.363	  42	 3.617	 0.10	 346	 2.153	333442	563343	  1380	UCF
  36	Brian Cernoch                   	20	 5	    2	 8.362	  27	 3.740	 0.09	 123	 2.689	332053	491254	  5492	North Carolina
  37	Alexis Galarneau                	10	 4	   -1	 8.362	  26	 3.751	 0.19	  38	 2.971	331654	408573	  5511	NC State
  38	Arthur Fery                     	13	 3	    3	 8.327	  44	 3.601	 0.12	  89	 2.757	335006	564316	  7582	Stanford
  39	Giles Hussey                    	29	 5	   -8	 8.316	  38	 3.657	 0.13	 197	 2.474	331287	513101	  7801	Tennessee
  40	Zeke Clark                      	20	 3	  -12	 8.281	  53	 3.476	 0.13	 209	 2.434	332966	397557	  3425	Illinois
  41	Fabien Salle                    	13	 2	    1	 8.276	  48	 3.522	 0.10	 207	 2.440	332093	490695	  4224	Louisville
  42	Riley Smith                     	16	 6	    9	 8.266	  29	 3.730	 0.15	  64	 2.850	332056	453064	  8251	USC
  43	Eliot Spizzirri                 	23	 9	    7	 8.265	  46	 3.590	 0.09	  42	 2.959	330873	520306	  7840	Texas
  44	Toby Samuel                     	27	 7	    3	 8.253	  31	 3.726	 0.13	 136	 2.657	331285	528050	  7242	South Carolina
  45	Adam Walton                     	19	10	    3	 8.232	  41	 3.619	 0.10	  20	 3.085	331281	461891	  7801	Tennessee
  46	Govind Nanda                    	 8	 4	   -3	 8.232	  39	 3.648	 0.18	  17	 3.111	335639	498066	  8141	UCLA
  47	Jeffrey Von Der Schulenburg     	15	 6	   -7	 8.217	  43	 3.604	 0.12	  45	 2.954	331764	564166	  8432	Virginia
  48	Tim Zeitvogel                   	 9	 0	   -4	 8.212	  80	 3.316	 0.10	 534	 1.854	334999	497648	  6161	Pepperdine
  49	Joseph Guillin                  	10	 2	     	 8.186	  54	 3.455	 0.12	 172	 2.528	334025	412312	  8127	UC Santa Barbara
  50	Ondrej Styler                   	13	 7	   -5	 8.167	  45	 3.592	 0.15	  32	 2.997	331945	510689	  4741	Michigan
  51	Philip Henning                  	20	10	    1	 8.157	  47	 3.554	 0.15	  50	 2.938	331263	498428	  2881	Georgia
  52	James Trotter                   	14	 2	   -6	 8.153	  61	 3.423	 0.08	 242	 2.352	332001	485329	  5850	Ohio St
  53	Spencer Furman                  	24	 2	    4	 8.130	  68	 3.375	 0.04	 459	 1.989	331414	562413	   557	Baylor
  54	Sean Hill                       	18	 3	    1	 8.096	  55	 3.435	 0.16	 308	 2.232	331430	415674	   891	BYU
  55	Sander Jong                     	11	 8	    1	 8.076	  49	 3.507	 0.12	  10	 3.217	331526	489298	  7878	TCU
  56	Matej Vocel                     	12	 5	    4	 8.073	  52	 3.484	 0.13	  83	 2.780	331552	487509	  5912	Oklahoma St
  57	Gabriel Diallo                  	19	 8	    1	 8.072	  56	 3.434	 0.13	 103	 2.736	331277	511971	  3781	Kentucky
  58	Jacob Fearnley                  	15	 5	    1	 8.063	  65	 3.386	 0.15	  98	 2.738	331396	514378	  7878	TCU
  59	Steven Forman                   	 4	 2	   -5	 8.046	  79	 3.319	 0.11	  19	 3.095	335935	517790	  5704	Northwestern
  60	Charlie Broom                   	26	 6	    2	 8.027	  66	 3.383	 0.05	 245	 2.348	331386	527260	   557	Baylor
  61	Nathan Ponwith                  	15	 9	    3	 8.023	  64	 3.401	 0.11	  43	 2.959	332172	491203	   304	Arizona St
  62	Ben Shelton                     	25	 5	    8	 8.005	  59	 3.426	 0.18	 263	 2.310	331252	561860	  2625	Florida
  63	Bradley Frye                    	18	 6	   -2	 8.001	  57	 3.433	 0.14	 175	 2.522	332041	486015	  8251	USC
  64	Ryan Goetz                      	17	 6	  -11	 7.999	  51	 3.490	 0.14	 173	 2.528	331766	486444	  8432	Virginia
  65	Juan Carlos Aguilar             	15	10	   10	 7.997	  72	 3.361	 0.12	  23	 3.045	331180	384588	  7848	Texas A&M
  66	Marcus McDaniel                 	16	 8	    1	 7.996	  74	 3.358	 0.09	  84	 2.780	331610	513069	  2911	Georgia Tech
  67	Guy Den Ouden                   	14	 5	   10	 7.990	  67	 3.379	 0.09	 169	 2.545	332010	563775	  6161	Pepperdine
  68	Hamish Stewart                  	13	 7	    6	 7.985	  50	 3.501	 0.11	  75	 2.796	331882	454831	  8092	Tulane
  69	Richard Ciamarra                	15	 7	    4	 7.983	  77	 3.338	 0.13	 106	 2.729	331841	397307	  5749	Notre Dame
  70	Finn Reynolds                   	11	10	   21	 7.982	  70	 3.369	 0.11	   8	 3.289	331848	520891	  4920	Mississippi
  71	Axel Geller                     	 6	 6	    9	 7.982	  81	 3.315	 0.10	   3	 3.375	335292	409496	  7582	Stanford
  72	Lodewijk Weststrate             	25	 4	   17	 7.982	  76	 3.352	 0.11	 354	 2.135	332045	563765	  8251	USC
  73	JJ Tracy                        	25	 4	  -10	 7.965	  90	 3.233	 0.06	 380	 2.107	331919	564703	  5850	Ohio St
  74	Nick Stachowiak                 	20	 7	   13	 7.958	  75	 3.354	 0.10	 185	 2.500	331387	562412	   557	Baylor
  75	Cleeve Harper                   	24	 9	    9	 7.955	  58	 3.427	 0.14	 157	 2.573	330882	513840	  7840	Texas
  76	Millen Hurrion                  	19	 7	    3	 7.953	  71	 3.361	 0.11	 199	 2.464	331266	511970	  3781	Kentucky
  77	Trent Bryde                     	15	14	   -9	 7.950	  85	 3.270	 0.11	   5	 3.308	331260	498429	  2881	Georgia
  78	Juan Pablo Grassi Mazzuchi      	15	 6	    4	 7.945	  62	 3.409	 0.08	 152	 2.588	332285	487277	  1380	UCF
  79	Barnaby Smith                   	 8	 2	   -1	 7.942	  73	 3.359	 0.12	 232	 2.387	331208	452706	  7848	Texas A&M
  80	Connor Thomson                  	18	13	   -9	 7.940	  82	 3.303	 0.17	  18	 3.105	331272	511597	  7242	South Carolina
  81	Mattias Siimar                  	17	 7	  -15	 7.937	  60	 3.426	 0.11	 154	 2.576	331946	451828	  4741	Michigan
  82	Andrew Fenty                    	16	10	  -10	 7.926	  69	 3.372	 0.15	  62	 2.854	333149	489235	  4741	Michigan
  83	Adria Soriano Barrera           	10	 7	   -2	 7.919	  78	 3.325	 0.16	  35	 2.993	332875	453605	  4719	Miami FL
  84	Dan Martin                      	 1	 0	  -15	 7.914	  88	 3.260	 0.12	 519	 1.883	342901	430058	      	
  85	Martim Prata                    	24	12	    8	 7.909	  63	 3.404	 0.12	 147	 2.610	331261	497830	  7801	Tennessee
  86	Rrezart Cungu                   	21	 4	   -3	 7.895	  93	 3.199	 0.11	 384	 2.102	332447	399843	  8508	Wake Forest
  87	Nikola Slavic                   	14	 7	    3	 7.878	  86	 3.269	 0.12	 109	 2.722	331849	513419	  4920	Mississippi
  88	Yuta Kikuchi                    	 2	 1	    4	 7.868	  95	 3.189	 0.11	 104	 2.730	331821	487685	  1098	California
  89	Andres Martin                   	17	 8	   -4	 7.859	  98	 3.183	 0.08	 144	 2.619	331608	513067	  2911	Georgia Tech
  90	Lukas Greif                     	11	 2	    6	 7.857	  99	 3.183	 0.14	 359	 2.123	331223	488587	  2625	Florida
  91	Tomas Jirousek                  	 8	 5	   13	 7.852	  94	 3.198	 0.13	  39	 2.970	331525	521012	  7878	TCU
  92	Chase Ferguson                  	15	 8	    2	 7.846	  87	 3.269	 0.14	  96	 2.744	331787	485713	  7278	South Florida
  93	Mitch Harper                    	 8	 4	    2	 7.840	 106	 3.120	 0.08	  85	 2.772	333199	413732	  8459	Virginia Tech
  94	Florian Broska                  	19	15	   -6	 7.835	  84	 3.271	 0.18	  49	 2.942	331195	392974	  4936	Mississippi St
  95	Nick Beaty                      	19	 5	   -9	 7.832	 103	 3.158	 0.11	 289	 2.272	333148	388880	  4741	Michigan
  96	Jonas Ziverts                   	11	 9	   21	 7.830	  92	 3.205	 0.14	  26	 3.039	331853	497925	   294	Arizona
  97	Kyle Frankel                    	15	 1	     	 7.815	 120	 3.004	 0.14	 702	 1.613	331813	407794	  2447	Elon
  98	Tim Ruehl                       	11	 5	    1	 7.808	  83	 3.293	 0.05	 162	 2.563	332610	447484	   304	Arizona St
  99	Noe Khlif                       	17	 2	  -23	 7.803	 114	 3.031	 0.12	 516	 1.893	334145	421665	  3425	Illinois
 100	Tyler Stice                     	16	13	   -2	 7.793	  91	 3.211	 0.16	  29	 3.015	331227	513853	   402	Auburn
 101	Luis Erlenbusch                 	15	 5	    1	 7.784	  89	 3.253	 0.06	 274	 2.296	331884	405135	  8092	Tulane
 102	Jacob Wojcik                    	16	 6	    1	 7.783	 110	 3.094	 0.19	 174	 2.526	331788	464470	  7278	South Florida
 103	Gianni Ross                     	14	 3	   13	 7.783	 104	 3.144	 0.10	 463	 1.983	331772	447059	  8432	Virginia
 104	Joshua Peck                     	 8	 3	  -39	 7.779	 108	 3.100	 0.09	 183	 2.513	332054	440447	  5492	North Carolina
 105	Taha Baadi                      	13	 9	     	 7.745	  96	 3.187	 0.09	  86	 2.768	332682	521019	  8508	Wake Forest
 106	Dominik Star                    	10	 6	   -5	 7.735	 100	 3.173	 0.17	 129	 2.679	331618	454369	  5704	Northwestern
 107	Tyler Zink                      	12	10	   -7	 7.733	 105	 3.124	 0.15	  40	 2.969	331271	511569	  2881	Georgia
 108	Alejandro Requant-Bicardi       	16	 6	   26	 7.731	 109	 3.098	 0.11	 285	 2.275	331854	444974	   294	Arizona
 109	Joshua Charlton                 	13	 6	    2	 7.726	 113	 3.045	 0.11	 192	 2.488	332261	491768	  5961	Oregon
 110	Trey Hilderbrand                	18	 5	   -1	 7.722	 101	 3.173	 0.10	 342	 2.162	332284	487278	  1380	UCF
 111	Loris Pourroy                   	14	 9	   -4	 7.719	  97	 3.185	 0.15	 143	 2.624	331795	511628	  2666	Florida St
 112	Jesper Klov-Nilsson             	18	 3	   -2	 7.716	 116	 3.024	 0.12	 610	 1.741	332266	516990	  5961	Oregon
 113	Emmanuel Coste                  	12	 7	    2	 7.698	 136	 2.957	 0.15	  99	 2.738	332262	491770	  5961	Oregon
 114	Siem Woldeab                    	15	13	   -8	 7.692	 102	 3.167	 0.15	  57	 2.877	331392	513841	  7840	Texas
 115	Cesar Bourgois                  	15	 7	   -1	 7.681	 112	 3.066	 0.09	 222	 2.413	332019	391889	  3781	Kentucky
 116	Clement Chidekh                 	14	 6	    4	 7.680	 125	 2.984	 0.13	 236	 2.376	332106	527670	  8551	Washington
 117	Andre Ilagan                    	 7	 2	    2	 7.675	 115	 3.025	 0.11	 425	 2.044	335733	487754	  3197	Hawaii
 118	Siddhant Banthia                	20	 4	    3	 7.651	 128	 2.974	 0.07	 566	 1.815	332050	497656	  8508	Wake Forest
 119	John Hallquist Lithen           	13	 9	  -11	 7.647	 107	 3.103	 0.16	 120	 2.697	331850	561866	  4920	Mississippi
 120	Nicaise Muamba                  	16	 5	    2	 7.638	 135	 2.962	 0.16	 311	 2.228	331763	488309	  4076	Liberty
 121	Kareem Allaf                    	10	 7	   -9	 7.635	 121	 3.001	 0.14	  79	 2.788	331617	385146	  3540	Iowa
 122	Olle Wallin                     	 9	 2	    1	 7.627	 162	 2.848	 0.16	 439	 2.029	331518	564351	  8156	Charlotte
 123	Alessandro Giuliato             	 7	 0	    1	 7.623	 167	 2.827	 0.15	 945	 1.292	335064	516932	   532	Barry
 124	Herman Hoyeraal                 	 5	 2	  -11	 7.621	 139	 2.934	 0.11	 265	 2.308	331858	567637	   294	Arizona
 125	Mason Beiler                    	15	16	    7	 7.616	 117	 3.020	 0.16	  27	 3.027	330870	485308	  5886	Oklahoma
 126	Giovanni Oradini                	11	11	    2	 7.603	 145	 2.916	 0.12	  36	 2.988	332233	438580	  4936	Mississippi St
 127	Gabriel Huber                   	 7	 5	   -9	 7.603	 124	 2.986	 0.08	  72	 2.813	332146	511609	  9031	Wisconsin
 128	Bojan Jankulovski               	10	 6	   -3	 7.601	 111	 3.071	 0.14	 165	 2.558	332878	418564	  4719	Miami FL
 129	Emile Hudd                      	 9	 8	    6	 7.598	 123	 2.990	 0.09	  52	 2.916	331390	487451	  5912	Oklahoma St
 130	Paul Barretto                   	 1	 0	    6	 7.590	 138	 2.953	 0.12	 897	 1.346	331819	388311	  1098	California
 131	Blake Croyder                   	17	13	    6	 7.585	 118	 3.019	 0.15	 112	 2.710	331256	487816	  2881	Georgia
 132	Erik Grevelius                  	17	 8	   33	 7.581	 131	 2.967	 0.09	 244	 2.350	331269	511567	  2881	Georgia
 133	Andrea Bolla                    	12	 5	    7	 7.575	 129	 2.973	 0.13	 275	 2.296	332173	391323	   304	Arizona St
 134	Tim Sandkaulen                  	14	16	    7	 7.571	 126	 2.980	 0.12	  24	 3.044	331248	448641	  4920	Mississippi
 135	Andrew Zhang                    	13	 5	    3	 7.568	 143	 2.923	 0.13	 252	 2.338	331639	514432	  2265	Duke
 136	Franco Capalbo                  	13	 6	   10	 7.567	 130	 2.970	 0.17	 283	 2.284	331782	521067	  8315	Utah
 137	Lleyton Cronje                  	12	 4	    5	 7.564	 151	 2.875	 0.13	 349	 2.148	333950	513983	  8443	VCU
 138	Hunter Heck                     	17	 6	  -12	 7.558	 154	 2.868	 0.10	 339	 2.166	332968	564624	  3425	Illinois
 139	Alexandre Rotsaert              	 5	 7	   12	 7.557	 122	 2.993	 0.12	  14	 3.132	335291	488298	  7582	Stanford
 140	Chris Rodesch                   	15	 7	  -11	 7.550	 132	 2.964	 0.16	 247	 2.347	331770	564151	  8432	Virginia
 141	Garrett Johns                   	10	 9	    7	 7.548	 149	 2.879	 0.13	  54	 2.913	331631	514429	  2265	Duke
 142	Robert Cash                     	16	 5	   -9	 7.545	 140	 2.932	 0.06	 378	 2.109	332002	511706	  5850	Ohio St
 143	Dimitri Badra                   	17	 5	    4	 7.539	 163	 2.845	 0.08	 437	 2.032	331311	497676	  2321	ETSU
 144	Jackson Allen                   	10	 8	   -5	 7.533	 133	 2.963	 0.14	 110	 2.719	332133	385196	  4858	Minnesota
 145	Juan Martin                     	14	 5	    7	 7.530	 152	 2.873	 0.12	 310	 2.229	331395	489299	  7878	TCU
 146	Alberto Colas                   	20	13	  -15	 7.529	 159	 2.849	 0.13	 151	 2.595	331190	520879	  4936	Mississippi St
 147	Daniel De Jonge                 	11	 6	    7	 7.525	 134	 2.963	 0.13	 188	 2.491	333036	523004	  6161	Pepperdine
 148	Bennett Crane                   	 8	 7	   -5	 7.523	 147	 2.914	 0.16	  60	 2.860	333516	399332	  3484	Indiana
 149	Benjamin Sigouin                	 9	10	  -19	 7.514	 153	 2.868	 0.14	  31	 3.001	332063	451826	  5492	North Carolina
 150	James Davis                     	14	 3	    6	 7.514	 194	 2.736	 0.13	 552	 1.831	331943	486502	  2147	Denver
 151	Jannik Opitz                    	20	 2	    4	 7.506	 192	 2.738	 0.12	 869	 1.384	332203	438559	  8767	W Michigan
 152	Victor Krustev                  	11	 3	    9	 7.504	 158	 2.853	 0.06	 448	 2.009	334027	423713	  8127	UC Santa Barbara
 153	Nemanja Malesevic               	21	11	    9	 7.502	 198	 2.726	 0.09	 208	 2.436	331188	561124	  4936	Mississippi St
 154	Alan Rubio                      	13	 8	    9	 7.499	 144	 2.923	 0.16	 191	 2.488	332286	447396	  1380	UCF
 155	Ignasi De Rueda                 	18	 8	    5	 7.498	 175	 2.787	 0.19	 366	 2.116	331512	497241	  8156	Charlotte
 156	Ewan Moore                      	10	 7	    2	 7.497	 119	 3.009	 0.16	 206	 2.440	331890	434419	  8092	Tulane
 157	Francisco Rocha                 	22	 8	     	 7.494	 199	 2.722	 0.16	 330	 2.187	331297	485275	  4785	MTSU
 158	Alejandro Ibanez Gallego        	 3	 0	    6	 7.494	 185	 2.754	 0.12	 728	 1.573	343249	500942	   532	Barry
 159	Bjorn Hoffman                   	 9	 6	    9	 7.492	 161	 2.848	 0.13	 161	 2.566	332449	565423	  8122	UC Irvine
 160	Rafael Marques Da Silva         	19	 6	    6	 7.489	 157	 2.859	 0.13	 442	 2.020	331769	521205	  4076	Liberty
 161	Filip Malbasic                  	15	11	  -12	 7.488	 137	 2.957	 0.13	 176	 2.519	331856	429133	   294	Arizona
 162	Miko Eala                       	12	 4	  -17	 7.487	 156	 2.867	 0.13	 424	 2.045	333881	567423	  6114	Penn St
 163	Noah Schachter                  	21	15	   47	 7.487	 170	 2.811	 0.11	 139	 2.643	331182	485543	  7848	Texas A&M
 164	Clement Marzol                  	15	 5	    5	 7.481	 155	 2.867	 0.12	 420	 2.048	331370	430411	  7237	South Alabama
 165	Teodor Giusca                   	13	 5	    2	 7.477	 160	 2.849	 0.13	 379	 2.109	331659	490515	  1603	Clemson
 166	Pablo Schelcher                 	13	 7	    7	 7.467	 168	 2.822	 0.10	 228	 2.400	331605	498474	  2911	Georgia Tech
 167	Janmagnus Johnson               	 8	 5	    7	 7.455	 146	 2.915	 0.09	 226	 2.407	332030	566473	  2649	FGCU
 168	Sergio Hernandez Ramirez        	12	 5	    7	 7.452	 172	 2.806	 0.15	 381	 2.106	332095	497594	  4224	Louisville
 169	Kyle Seelig                     	18	10	  -42	 7.451	 150	 2.879	 0.08	 271	 2.301	331918	450412	  5850	Ohio St
 170	Sean Sculley                    	 6	 5	    1	 7.444	 184	 2.764	 0.16	  77	 2.795	331635	450276	  2265	Duke
 171	Jake Beasley                    	20	10	   19	 7.441	 171	 2.807	 0.15	 262	 2.313	331279	485248	  7242	South Carolina
 172	Ronnie Hohmann                  	13	12	    5	 7.439	 205	 2.680	 0.09	  71	 2.814	331440	520221	  4206	LSU
 173	Ivan Yatsuk                     	15	 9	    5	 7.437	 173	 2.805	 0.13	 186	 2.494	332038	485717	  7278	South Florida
 174	Jake Sands                      	14	 5	  -15	 7.436	 142	 2.924	 0.13	 449	 2.003	332255	486016	  8251	USC
 175	Jan Galka                       	10	 9	    1	 7.435	 127	 2.979	 0.13	 141	 2.625	331794	561857	   402	Auburn
 176	Pierce Rollins                  	16	10	  -32	 7.429	 186	 2.752	 0.14	 184	 2.509	331178	513401	  7848	Texas A&M
 177	Mateo Julio                     	 6	 5	   -7	 7.428	 197	 2.728	 0.12	  79	 2.788	333531	420018	  6393	Purdue
 178	Filip Kolasinski                	 1	 0	    2	 7.426	 177	 2.774	 0.12	 824	 1.436	335295	512403	  7582	Stanford
 179	Tristan Boyer                   	 8	 6	    2	 7.425	 148	 2.897	 0.09	 171	 2.533	335005	564317	  7582	Stanford
 180	Alexander Stater                	12	 6	    3	 7.424	 182	 2.767	 0.17	 253	 2.337	332503	454378	  1032	Cal Poly
 181	Vazha Shubladze                 	13	 7	    1	 7.414	 141	 2.930	 0.09	 309	 2.231	332386	496559	  2907	Georgia St
 182	Kristofer Siimar                	 2	 0	  -10	 7.412	 241	 2.575	 0.12	 638	 1.691	333147	451827	  4741	Michigan
 183	Simon Soendergaard              	12	 7	  -30	 7.406	 188	 2.748	 0.13	 220	 2.414	331648	453379	  5492	North Carolina
 184	Pat Harper                      	12	 6	  -34	 7.396	 218	 2.660	 0.15	 216	 2.421	331286	488721	  7801	Tennessee
 185	Billy Rowe                      	16	10	   45	 7.383	 189	 2.743	 0.10	 225	 2.409	331402	562702	  2881	Georgia
 186	Tom Leblanc                     	 1	 0	   -1	 7.381	 201	 2.708	 0.13	 694	 1.622	332873	521210	   304	Arizona St
 187	Damon Kesaris                   	10	 4	    5	 7.381	 181	 2.772	 0.16	 374	 2.111	333019	421527	  6853	St Mary's CA
 188	Joshua Lapadat                  	11	10	    3	 7.378	 193	 2.737	 0.13	 116	 2.704	331276	561767	  3781	Kentucky
 189	Julien Evrard                   	16	 8	     	 7.377	 176	 2.780	 0.16	 318	 2.215	331368	562312	  7237	South Alabama
 190	Zhe Zhou                        	15	16	   -4	 7.376	 191	 2.741	 0.07	  65	 2.845	331225	466235	    74	Alabama
 191	Raphael Lambling                	12	19	  -12	 7.375	 166	 2.835	 0.14	  33	 2.994	331262	485260	  7242	South Carolina
 192	Ilgiz Valiev                    	15	14	   -4	 7.360	 169	 2.813	 0.10	 148	 2.609	330875	459644	  7918	Texas Tech
 193	Mark Wallner                    	12	 2	     	 7.360	 212	 2.668	 0.12	 603	 1.750	331441	513103	  7801	Tennessee
 194	Matt Story                      	 1	 0	   -7	 7.357	 279	 2.472	 0.12	 166	 2.555	334351	455138	  4636	Memphis
 195	Kody Pearson                    	11	 8	    5	 7.356	 196	 2.735	 0.15	 178	 2.516	331584	487890	  8099	Tulsa
 196	Stefan Storch                   	 6	 2	   11	 7.356	 224	 2.646	 0.12	 341	 2.162	331186	513403	  7848	Texas A&M
 197	Kent Hunter                     	 1	 0	   -3	 7.352	 209	 2.672	 0.12	 676	 1.645	332061	511962	  1098	California
 198	Billy Suarez                    	10	 7	   -2	 7.347	 210	 2.670	 0.13	 196	 2.476	331885	527618	  8092	Tulane
 199	Sven Lah                        	11	13	    4	 7.343	 180	 2.773	 0.15	  88	 2.758	331420	424430	   557	Baylor
 200	Bastien Huon                    	10	 3	   -1	 7.342	 217	 2.660	 0.16	 524	 1.867	333436	564840	  1637	Coastal Car
 201	Rayane Stable                   	15	 2	   -4	 7.338	 227	 2.636	 0.15	 886	 1.365	333960	497736	  8443	VCU
 202	George Harwell                  	13	16	   -1	 7.334	 164	 2.844	 0.13	 101	 2.737	331245	414083	  8367	Vanderbilt
 203	Makey Rakotomalala              	 9	10	   12	 7.328	 165	 2.840	 0.13	 125	 2.685	332171	443867	   304	Arizona St
 204	Drew Baird                      	 9	 8	    1	 7.328	 190	 2.743	 0.15	 167	 2.553	333037	510687	  8141	UCLA
 205	Alex Martinez Puigdellose       	14	14	    3	 7.323	 174	 2.790	 0.08	 142	 2.625	330874	520724	  5886	Oklahoma
 206	Raul Dobai                      	 9	 7	    8	 7.322	 178	 2.774	 0.19	 214	 2.425	332562	514836	  5371	New Mexico
 207	Edson Ortiz                     	13	14	   -5	 7.322	 204	 2.681	 0.19	  97	 2.743	331254	438760	    74	Alabama
 208	Presley Thieneman               	14	 2	  -13	 7.317	 195	 2.735	 0.11	 813	 1.446	331621	564960	  5704	Northwestern
 209	Timothy Sah                     	 8	 5	   14	 7.315	 214	 2.665	 0.19	 251	 2.341	335007	448080	  7582	Stanford
 210	Ryder Jackson                   	 6	 2	    2	 7.310	 215	 2.664	 0.13	 607	 1.744	332043	510836	  8251	USC
 211	Mathieu Scaglia                 	 9	 9	   -1	 7.308	 229	 2.630	 0.14	  94	 2.747	331560	449242	  5912	Oklahoma St
 212	Adrian Oetzbach                 	 8	12	   17	 7.302	 222	 2.654	 0.12	  25	 3.043	332009	488802	  6161	Pepperdine
 213	Rafael De Alba                  	13	 4	    5	 7.300	 203	 2.682	 0.12	 513	 1.895	331887	527615	  8092	Tulane
 214	Jakob Schnaitter                	19	 1	    6	 7.298	 254	 2.530	 0.10	1222	 0.973	334314	449686	   468	Azusa Pacific
 215	Sema Pankin                     	11	 5	   11	 7.298	 232	 2.607	 0.14	 399	 2.073	332597	489466	  6296	Portland
 216	Stijn Slump                     	16	 9	    3	 7.297	 183	 2.766	 0.10	 365	 2.116	331306	485279	  4785	MTSU
